title,date,source,link,description
Study on benchmarking the socio-economic performance of the EU social economy is now published! - EISMEA,"Thu, 19 Sep 2024 15:00:47 GMT",EISMEA,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWTJFLXgxU3QxUUFRY1N5UzM0VHhQc1BvQnhHVVF3aVlHQlZQcnZHMzEzVEszNHlSS0ZWYjNQUG9EUFlJa3J1OTRFNFF5ZklITzY3VXRjQUFWb25DRXVjWUhLM1F4a25nejkyeFp1NHdjY1pnN0tfQzRfWFlZZ3BXYmpsRnFUckdXLWZlUWh6cEk0R09pbTBXdGw1cEl5ZzZBaG93dGQ5azBDMHdMamg3VmVVXzBBa3k3VHFLSnZGN3UyQQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWTJFLXgxU3QxUUFRY1N5UzM0VHhQc1BvQnhHVVF3aVlHQlZQcnZHMzEzVEszNHlSS0ZWYjNQUG9EUFlJa3J1OTRFNFF5ZklITzY3VXRjQUFWb25DRXVjWUhLM1F4a25nejkyeFp1NHdjY1pnN0tfQzRfWFlZZ3BXYmpsRnFUckdXLWZlUWh6cEk0R09pbTBXdGw1cEl5ZzZBaG93dGQ5azBDMHdMamg3VmVVXzBBa3k3VHFLSnZGN3UyQQ?oc=5"" target=""_blank"">Study on benchmarking the socio-economic performance of the EU social economy is now published!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EISMEA</font>"
"Jumbo Rate Cut Was To Defend ‘Basically Fine’ Economy, Powell Says - Investopedia","Wed, 18 Sep 2024 21:01:00 GMT",Investopedia,https://news.google.com/rss/articles/CBMitAFBVV95cUxNeVFEOVcyV0tHdkxCOU5CX3UtcGVlc3h6emE5Y2dyM3k3VzI2eHk3STNiTFVRS2VESmJsZG5Zb2Rpd0JMNGVmalcwUVhwejNfMFJqTXczZzNycTctWWo1X2JpVmVSOTEtLVNMamg1U3lGMXk5elhIUi1ITktaazAyNFd2WUtHY0prdVhrbmhhSDd3QnpSX3cwZWREdVk1RkQ5RWRpbkc0QTlVdWUzUHpvd1Q1MUY?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxNeVFEOVcyV0tHdkxCOU5CX3UtcGVlc3h6emE5Y2dyM3k3VzI2eHk3STNiTFVRS2VESmJsZG5Zb2Rpd0JMNGVmalcwUVhwejNfMFJqTXczZzNycTctWWo1X2JpVmVSOTEtLVNMamg1U3lGMXk5elhIUi1ITktaazAyNFd2WUtHY0prdVhrbmhhSDd3QnpSX3cwZWREdVk1RkQ5RWRpbkc0QTlVdWUzUHpvd1Q1MUY?oc=5"" target=""_blank"">Jumbo Rate Cut Was To Defend ‘Basically Fine’ Economy, Powell Says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investopedia</font>"
The Satellite Economy Has a Sweet Spot. Markets Hate It. - The Wall Street Journal,"Sun, 22 Sep 2024 11:00:00 GMT",The Wall Street Journal,https://news.google.com/rss/articles/CBMiogFBVV95cUxPYmhFQ2YxME52WjF4R1FGTDFEVk9xdWV4MG1SdXY5aUNITHJoYm82MEdZRGZnOV8wTEV1SnZ0V2duMzVqaHBPOHNlZjdhajd6eFYxUV95VHB1aU56Nk9NUUttWXFMUHZEZTVoZlJwRlBZc1JEc25vQ0ZZaVJTUURaSTd0R1REN1d4WnRGZTdUNnotajFueVQwYXRkZHQ0elhCMkE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxPYmhFQ2YxME52WjF4R1FGTDFEVk9xdWV4MG1SdXY5aUNITHJoYm82MEdZRGZnOV8wTEV1SnZ0V2duMzVqaHBPOHNlZjdhajd6eFYxUV95VHB1aU56Nk9NUUttWXFMUHZEZTVoZlJwRlBZc1JEc25vQ0ZZaVJTUURaSTd0R1REN1d4WnRGZTdUNnotajFueVQwYXRkZHQ0elhCMkE?oc=5"" target=""_blank"">The Satellite Economy Has a Sweet Spot. Markets Hate It.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font>"
September 2024 Fed Meeting: Fed Cuts Rates by Half Point to Support Economy - JP Morgan,"Thu, 19 Sep 2024 16:59:21 GMT",JP Morgan,https://news.google.com/rss/articles/CBMijgFBVV95cUxNY1QyY3JvbTBKQXBxdFR1Z0xTQUpIQ0otc1JyeDZWODAtZGQ2bFZwUWw3MWI3NnR4VXFyak5OYVEyX2lXZWs1blgxc2x5czhxcVpuWWg5c3BvS0lrX0hZOVFUZlJlMzR2T2ZVTzhfbDBobHFpc1NySHhXWWM1NWYzOGswOHB5RnJqWlZNVW5B?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxNY1QyY3JvbTBKQXBxdFR1Z0xTQUpIQ0otc1JyeDZWODAtZGQ2bFZwUWw3MWI3NnR4VXFyak5OYVEyX2lXZWs1blgxc2x5czhxcVpuWWg5c3BvS0lrX0hZOVFUZlJlMzR2T2ZVTzhfbDBobHFpc1NySHhXWWM1NWYzOGswOHB5RnJqWlZNVW5B?oc=5"" target=""_blank"">September 2024 Fed Meeting: Fed Cuts Rates by Half Point to Support Economy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JP Morgan</font>"
Sri Lanka elects Marxist-leaning Dissanayake as president to fix economy - Al Jazeera English,"Sun, 22 Sep 2024 16:10:51 GMT",Al Jazeera English,https://news.google.com/rss/articles/CBMiswFBVV95cUxQd0pYUFZfaW9RQ0tHcjVzRTRvWGF2cmJJcEloSFp3SVFDREEyb2lZeVg4VXNKVV84T2Z3YmVqdVJNckxpdmxfd0owcTBhaTV5UnpKR1ZnTlVBaGJNZklLb0R4Y05hcFg3WGJnZXJxeUw2UjdmNm4xZmQ2eVdMUDZyWFFualRlTk52NkdKNVZiNDhnYnQwZXhHOVlSLUk1bXFWTEc0N0duUFN0VHk5N3lzaERvNNIBuAFBVV95cUxOamJVSkttWE9XQ1VBbTNnN0gyeFFBX1Exekd0Vkhxd3c3UVNiVWp0Und5emM1eHBTeV8yOHhvdVQxU21DRVNheWZlRkZsMDhTUGhselRzYVBSVWpfU08wV2RGbGNRcTZFWE01SHg4REh2WWhiV2VtNVdmelhMbzYwYUxxbW9DRDBfaHptOHlSNTVtSV9SMUJjekluWGx0cW9va2hVSkN0WUhRc1NSa2h0SWRJOTBMeEpI?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxQd0pYUFZfaW9RQ0tHcjVzRTRvWGF2cmJJcEloSFp3SVFDREEyb2lZeVg4VXNKVV84T2Z3YmVqdVJNckxpdmxfd0owcTBhaTV5UnpKR1ZnTlVBaGJNZklLb0R4Y05hcFg3WGJnZXJxeUw2UjdmNm4xZmQ2eVdMUDZyWFFualRlTk52NkdKNVZiNDhnYnQwZXhHOVlSLUk1bXFWTEc0N0duUFN0VHk5N3lzaERvNNIBuAFBVV95cUxOamJVSkttWE9XQ1VBbTNnN0gyeFFBX1Exekd0Vkhxd3c3UVNiVWp0Und5emM1eHBTeV8yOHhvdVQxU21DRVNheWZlRkZsMDhTUGhselRzYVBSVWpfU08wV2RGbGNRcTZFWE01SHg4REh2WWhiV2VtNVdmelhMbzYwYUxxbW9DRDBfaHptOHlSNTVtSV9SMUJjekluWGx0cW9va2hVSkN0WUhRc1NSa2h0SWRJOTBMeEpI?oc=5"" target=""_blank"">Sri Lanka elects Marxist-leaning Dissanayake as president to fix economy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Al Jazeera English</font>"
Harris Campaign Hits Trump on Fed Comments Before Economy Speech - Bloomberg,"Sat, 21 Sep 2024 15:38:53 GMT",Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxPdXVPb2hoYXV3SEJsNHdxOUFFeU9fLVNteUQwc2g1cnlYQW9CWm1HS1dqbmhsWlFiUnJZd2NZZ0tHMzB2dDdJNDNnNndNRFpHdFQ3VE5fMUExSUQ3cWtoeEhWcnYyeVdITW1aSndPWlhUbVZaRlE1SmxDbXNISEQ4LVFaZGlVZ2RhVHQ2bjA4SFQ3ZmRQcWJzSTZsSkVkTmlJXzB2UnlTVHNIU1Z5YWxTMWIxeEY5QQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxPdXVPb2hoYXV3SEJsNHdxOUFFeU9fLVNteUQwc2g1cnlYQW9CWm1HS1dqbmhsWlFiUnJZd2NZZ0tHMzB2dDdJNDNnNndNRFpHdFQ3VE5fMUExSUQ3cWtoeEhWcnYyeVdITW1aSndPWlhUbVZaRlE1SmxDbXNISEQ4LVFaZGlVZ2RhVHQ2bjA4SFQ3ZmRQcWJzSTZsSkVkTmlJXzB2UnlTVHNIU1Z5YWxTMWIxeEY5QQ?oc=5"" target=""_blank"">Harris Campaign Hits Trump on Fed Comments Before Economy Speech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>"
UK’s Starmer under pressure over economy as Labour conference begins - Al Jazeera English,"Sun, 22 Sep 2024 18:31:12 GMT",Al Jazeera English,https://news.google.com/rss/articles/CBMirAFBVV95cUxQa1h4dFlmTW5xWGRuLUhfOTUxSWF6UGI2d3BYRmRYaGpDVFNYdUpVWG1reEtNWC1iZ1lfalpQcUxQX0pRdmx0TTZLZ1FtVGNyaUF2ekJKa2I4TXBzU3NNNEQxZjVLSGpDdjFTc0tLSmxsclBaZkM3bU1vaGc5VWxURDRYNTlQaWVjQ0ZXTUxIRUFJY1ZON0hRaWNuVWxVZXpmcnJ1TlZVMDFwa2110gGyAUFVX3lxTFA2M3pWM0psSnFjVmE2WDE2RWtYZVo4b3ZJWm0xc09XTUt4UFJVb2FGWDl2Q19VemJVX3lkSHZjMm5QU0x5UHlXOWVlaVl3dGMtenF5MkplRHI4SnQtdEwtM2I2SGZSR2VZU3NnemNtX2lZR3JhUzd6Nl9DMjNMSWkxVEVYUE5LSEpvbTh5UkFvTmdnUlJPSlJvYXh0UFl1XzVjTndxbkNRWjVPdm4wUjVRX2c?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQa1h4dFlmTW5xWGRuLUhfOTUxSWF6UGI2d3BYRmRYaGpDVFNYdUpVWG1reEtNWC1iZ1lfalpQcUxQX0pRdmx0TTZLZ1FtVGNyaUF2ekJKa2I4TXBzU3NNNEQxZjVLSGpDdjFTc0tLSmxsclBaZkM3bU1vaGc5VWxURDRYNTlQaWVjQ0ZXTUxIRUFJY1ZON0hRaWNuVWxVZXpmcnJ1TlZVMDFwa2110gGyAUFVX3lxTFA2M3pWM0psSnFjVmE2WDE2RWtYZVo4b3ZJWm0xc09XTUt4UFJVb2FGWDl2Q19VemJVX3lkSHZjMm5QU0x5UHlXOWVlaVl3dGMtenF5MkplRHI4SnQtdEwtM2I2SGZSR2VZU3NnemNtX2lZR3JhUzd6Nl9DMjNMSWkxVEVYUE5LSEpvbTh5UkFvTmdnUlJPSlJvYXh0UFl1XzVjTndxbkNRWjVPdm4wUjVRX2c?oc=5"" target=""_blank"">UK’s Starmer under pressure over economy as Labour conference begins</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Al Jazeera English</font>"
Highlights from the September 2024 Farm Income Forecast - usda.gov,"Thu, 05 Sep 2024 07:00:00 GMT",usda.gov,https://news.google.com/rss/articles/CBMitAFBVV95cUxPVjRlNjVQRGNic05LX0xfd3hwYWRYdmliTzNCcnJBTHppODdnMW1XMURjRGJrUmQxMFF2V3hTZ29maFo3Q0pnWFVvN0JyR2NoaWRuemJMQzlNSTRWamVaTTgwelg4bDRXYXVyOExUQklINDBNWm15Rm51N0t2cGhBbENjZ0xQdDR0bE81VlQ2RXp1Mnp2OHUtdDhFRlpEV01MR0RtY2JsajhYWmZNNlc4MUlaTlE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxPVjRlNjVQRGNic05LX0xfd3hwYWRYdmliTzNCcnJBTHppODdnMW1XMURjRGJrUmQxMFF2V3hTZ29maFo3Q0pnWFVvN0JyR2NoaWRuemJMQzlNSTRWamVaTTgwelg4bDRXYXVyOExUQklINDBNWm15Rm51N0t2cGhBbENjZ0xQdDR0bE81VlQ2RXp1Mnp2OHUtdDhFRlpEV01MR0RtY2JsajhYWmZNNlc4MUlaTlE?oc=5"" target=""_blank"">Highlights from the September 2024 Farm Income Forecast</a>&nbsp;&nbsp;<font color=""#6f6f6f"">usda.gov</font>"
"For Gen Zers, this economy's getting old - Marketplace","Wed, 18 Sep 2024 22:17:45 GMT",Marketplace,https://news.google.com/rss/articles/CBMijwFBVV95cUxOZmlVakx0cDRPMTlkbVNXUlQ4TGxqSTJyUkMzcnJReklhc01ybWkwWUZ1enBMcVlUZzh3V1N6Z1dXRHJyODNOTEhJNTQyV09OeWQyQW51NUdqbGJrN3RGOUFmX1d0RlM2ZXliYlphRWh5QVZGVkJ1S3J5aVlfTlRTcGtqMlZMY0xWZmUzclNadw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxOZmlVakx0cDRPMTlkbVNXUlQ4TGxqSTJyUkMzcnJReklhc01ybWkwWUZ1enBMcVlUZzh3V1N6Z1dXRHJyODNOTEhJNTQyV09OeWQyQW51NUdqbGJrN3RGOUFmX1d0RlM2ZXliYlphRWh5QVZGVkJ1S3J5aVlfTlRTcGtqMlZMY0xWZmUzclNadw?oc=5"" target=""_blank"">For Gen Zers, this economy's getting old</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Marketplace</font>"
"Poll: Trump losing edge on economy, once a key strength - Fortune","Fri, 20 Sep 2024 08:19:00 GMT",Fortune,https://news.google.com/rss/articles/CBMirAFBVV95cUxNcndiU2UwMHlFMlFjaTVKTU4xNDlkOWxpVk9mbmhOMk04SUxqODRvbXZkbllzMTJUNzJjTWxDb0FGV0gtQWJWYVRRcmNPSTB5MFpwYWZNQlk2OVNUeHNpbnBuNFJrdGZTYlZwUnNUdFNxZ2hRVUJEa1psYTJjeDVSUGE4QmNQMVBybW9mYloxLUQ0WEdKQTJnNFFyQnhqT1Y1eDJfQnJRQW9ub2ky?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNcndiU2UwMHlFMlFjaTVKTU4xNDlkOWxpVk9mbmhOMk04SUxqODRvbXZkbllzMTJUNzJjTWxDb0FGV0gtQWJWYVRRcmNPSTB5MFpwYWZNQlk2OVNUeHNpbnBuNFJrdGZTYlZwUnNUdFNxZ2hRVUJEa1psYTJjeDVSUGE4QmNQMVBybW9mYloxLUQ0WEdKQTJnNFFyQnhqT1Y1eDJfQnJRQW9ub2ky?oc=5"" target=""_blank"">Poll: Trump losing edge on economy, once a key strength</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fortune</font>"
Why the U.S. economy is a model for Europe's problems - Axios,"Thu, 12 Sep 2024 07:00:00 GMT",Axios,https://news.google.com/rss/articles/CBMia0FVX3lxTE0zVHdaLTgwUTkxeHdFNEVKc3hzdXlnbDd1VWV6QnZpYjF2SVNGWEZUU2MzWTNTdDJsRWFfaUdXcEVydUZhVFZmLVVMdWpJSHpsdmRiXzVVa0xyMk1ESE55QnowanFXSWpjX3Fj?oc=5,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE0zVHdaLTgwUTkxeHdFNEVKc3hzdXlnbDd1VWV6QnZpYjF2SVNGWEZUU2MzWTNTdDJsRWFfaUdXcEVydUZhVFZmLVVMdWpJSHpsdmRiXzVVa0xyMk1ESE55QnowanFXSWpjX3Fj?oc=5"" target=""_blank"">Why the U.S. economy is a model for Europe's problems</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>"
"Biden touts economic gains, acknowledges a long way to go - POLITICO","Thu, 19 Sep 2024 19:49:30 GMT",POLITICO,https://news.google.com/rss/articles/CBMihAFBVV95cUxPQWxRdjZLMV9UcWgzTDdoQjBwSlJicFl2Z2FVdXhPcXQ2TGRITmxFMUtBOFJ3Ykhmd1VZc0gwMlhnNHVyQWZ0bWZrSV9zUTl0Q2xXUE8wZmdHQWdXRm1YbnV3cnBsekl5VDJwTEVaZV9VVVE5T3c3VzlRNmlLWmZOTDljSFM?oc=5,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxPQWxRdjZLMV9UcWgzTDdoQjBwSlJicFl2Z2FVdXhPcXQ2TGRITmxFMUtBOFJ3Ykhmd1VZc0gwMlhnNHVyQWZ0bWZrSV9zUTl0Q2xXUE8wZmdHQWdXRm1YbnV3cnBsekl5VDJwTEVaZV9VVVE5T3c3VzlRNmlLWmZOTDljSFM?oc=5"" target=""_blank"">Biden touts economic gains, acknowledges a long way to go</a>&nbsp;&nbsp;<font color=""#6f6f6f"">POLITICO</font>"
Retail sales rise again and show U.S. economy still on solid ground ahead of Fed rate cut - MarketWatch,"Tue, 17 Sep 2024 12:36:00 GMT",MarketWatch,https://news.google.com/rss/articles/CBMiswFBVV95cUxPS3lreG54YWpEeF9CNXhyOW95VHFBRHZuNW9fck5QNGEwbVlrVXFWdmVucU4zWlVjSkptMFdZeXkxUmlwSzBGeWN4SktUNE1IdnAwOTFTb0E0cXpRZ2pBLXBiQ01mUmo2QUptaVFWMkg4bV8xMEdWOVctTG55WGw1WlAyREVmX2R0R2plSjJRQkt4RzltUy16Mk1weTRJNnpmZnl2cUVwSmhaWGFWUXpNa25MWdIBuAFBVV95cUxQSmk5UlQxaU1la1c2eGwtTG1vOXdwTUVOYjlvdUdtMWoyZTU0aVFOYkxRMDlPVjgtQzdkeGpQSkEweGptUUZubGpZMmNzUkFhN3hDbWJHRkVJU2YyUTJBMUlxWTR0SFJ4dWFENjIyMklicGxUdHJ5aFBJMVJPdHQ5alZuWmNoZEVSY1NPSWk5ejl5WTRVOUg0VjFhLWxrOHV2dHNRUEtPZURRQVVMb2FkVzl5UnFoTlhw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxPS3lreG54YWpEeF9CNXhyOW95VHFBRHZuNW9fck5QNGEwbVlrVXFWdmVucU4zWlVjSkptMFdZeXkxUmlwSzBGeWN4SktUNE1IdnAwOTFTb0E0cXpRZ2pBLXBiQ01mUmo2QUptaVFWMkg4bV8xMEdWOVctTG55WGw1WlAyREVmX2R0R2plSjJRQkt4RzltUy16Mk1weTRJNnpmZnl2cUVwSmhaWGFWUXpNa25MWdIBuAFBVV95cUxQSmk5UlQxaU1la1c2eGwtTG1vOXdwTUVOYjlvdUdtMWoyZTU0aVFOYkxRMDlPVjgtQzdkeGpQSkEweGptUUZubGpZMmNzUkFhN3hDbWJHRkVJU2YyUTJBMUlxWTR0SFJ4dWFENjIyMklicGxUdHJ5aFBJMVJPdHQ5alZuWmNoZEVSY1NPSWk5ejl5WTRVOUg0VjFhLWxrOHV2dHNRUEtPZURRQVVMb2FkVzl5UnFoTlhw?oc=5"" target=""_blank"">Retail sales rise again and show U.S. economy still on solid ground ahead of Fed rate cut</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketWatch</font>"
"Sri Lanka’s presidential election a test for current leader, 2 years after its economy hit bottom - The Associated Press","Thu, 19 Sep 2024 13:55:00 GMT",The Associated Press,https://news.google.com/rss/articles/CBMiowFBVV95cUxPcVB4VjE3YXhaTW5MeEh1OXhvdEhpWkFSUmpXZmNLcnVnaXdFSmFxdTZtNFNPSHJfSUpFUXY5V1dnTTN1SnNWUVFmYkg5NTBLUzRUQV9TeW9mQVF4UzFGR2puR0dXb2Z6ZURoMDlKZXRTSDRjTHA3Mll4R0JZSlRlVURQSHJaTDFvbmdtaElYdDNHWFFzdi1sOHBDTjRrZjZCNTVN?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxPcVB4VjE3YXhaTW5MeEh1OXhvdEhpWkFSUmpXZmNLcnVnaXdFSmFxdTZtNFNPSHJfSUpFUXY5V1dnTTN1SnNWUVFmYkg5NTBLUzRUQV9TeW9mQVF4UzFGR2puR0dXb2Z6ZURoMDlKZXRTSDRjTHA3Mll4R0JZSlRlVURQSHJaTDFvbmdtaElYdDNHWFFzdi1sOHBDTjRrZjZCNTVN?oc=5"" target=""_blank"">Sri Lanka’s presidential election a test for current leader, 2 years after its economy hit bottom</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Associated Press</font>"
What’s Next for the Markets and Economy After the Fed Rate Cut? - Morningstar,"Wed, 18 Sep 2024 19:24:48 GMT",Morningstar,https://news.google.com/rss/articles/CBMilwFBVV95cUxQTURaNGFVcnA5cDRUaWNSOWhET05tbzlTd045VHJPbm5FZTI5dk8zYzV4YXpPWGVNQS1oVUR1aU92MU5LbUN1bDRrU2NLQWJEb2JvUlNYM0syWEZlcHFVb3Jqamt0SDNURjFjZUlEOTg0dW5mdEhoNnpjdnh4RnoyRzZ4YWlTbzhaVjh1Vlh3VnNYdnJtakJr?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQTURaNGFVcnA5cDRUaWNSOWhET05tbzlTd045VHJPbm5FZTI5dk8zYzV4YXpPWGVNQS1oVUR1aU92MU5LbUN1bDRrU2NLQWJEb2JvUlNYM0syWEZlcHFVb3Jqamt0SDNURjFjZUlEOTg0dW5mdEhoNnpjdnh4RnoyRzZ4YWlTbzhaVjh1Vlh3VnNYdnJtakJr?oc=5"" target=""_blank"">What’s Next for the Markets and Economy After the Fed Rate Cut?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Morningstar</font>"
Oprah Winfrey's interview with Harris featured voters unhappy with current economy. - Fox News,"Sun, 22 Sep 2024 17:09:09 GMT",Fox News,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBVYncxb1N6ZG1vdFZVS2U0TENCRGY5N2J1RkRCZGU4dUhvUm1ZVnBxcGM5UWozeExjODBKWktrQ2pqZnBGd0dXbVhLamRiTnpGSGJNSDJn?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTFBVYncxb1N6ZG1vdFZVS2U0TENCRGY5N2J1RkRCZGU4dUhvUm1ZVnBxcGM5UWozeExjODBKWktrQ2pqZnBGd0dXbVhLamRiTnpGSGJNSDJn?oc=5"" target=""_blank"">Oprah Winfrey's interview with Harris featured voters unhappy with current economy.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fox News</font>"
Xi Unleashes a Crisis for Millions of China’s Best-Paid Workers - Bloomberg,"Wed, 18 Sep 2024 23:00:27 GMT",Bloomberg,https://news.google.com/rss/articles/CBMixwFBVV95cUxPOUx2NUU0d2MzLTU5T295ZU04SjRhSDhyZlpSSm5fVGgzcTlnTm9MX1FldmJjVHljT1Fva1BzNGM3VW9lYlhIc0VjMVJOMDY3aGVDdkRQVU9fQ19XekVxT0I2cXFXdFh1OGRIWUl2LWQ3Yl90b2xnVm1TdjFBdURfVTJNSzBLMXJicnFLZTl5YWg5b0Z1RkRNbm5BM1hpU2tZRkdEUGpUc2pKaE9BNTNnd0RCNzRxMVdlcm8xVEdJZDF5bjNaM3ZB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxPOUx2NUU0d2MzLTU5T295ZU04SjRhSDhyZlpSSm5fVGgzcTlnTm9MX1FldmJjVHljT1Fva1BzNGM3VW9lYlhIc0VjMVJOMDY3aGVDdkRQVU9fQ19XekVxT0I2cXFXdFh1OGRIWUl2LWQ3Yl90b2xnVm1TdjFBdURfVTJNSzBLMXJicnFLZTl5YWg5b0Z1RkRNbm5BM1hpU2tZRkdEUGpUc2pKaE9BNTNnd0RCNzRxMVdlcm8xVEdJZDF5bjNaM3ZB?oc=5"" target=""_blank"">Xi Unleashes a Crisis for Millions of China’s Best-Paid Workers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>"
Sri Lanka elects Marxist lawmaker as next president after political and economic upheaval - New York Post ,"Sun, 22 Sep 2024 17:15:00 GMT",New York Post ,https://news.google.com/rss/articles/CBMiywFBVV95cUxNWU9URkMzaHQ3dUxUQWhQeXk4d3ZwcWFjRHlNa1h6eEgtWktTMS1JRzdjOW41VXRxVzBGLWlnZjJGTWU2RVN6SUppMXRxanVadlplZEJobUtfb1FKaHI5RmgwZjcyb01rTkMwdjhvcWh3NWhzcU5HUEl2Vk5IbEFLMzRtakVhRFBYd2FOdFdIRWNzSTlCZk9OODdPUXhnY1doM3oxbW1aV2hBT2FJSWE2NEtDVlJJcTdkR1kwbi1xUzRmeEVnb0tucWk1aw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxNWU9URkMzaHQ3dUxUQWhQeXk4d3ZwcWFjRHlNa1h6eEgtWktTMS1JRzdjOW41VXRxVzBGLWlnZjJGTWU2RVN6SUppMXRxanVadlplZEJobUtfb1FKaHI5RmgwZjcyb01rTkMwdjhvcWh3NWhzcU5HUEl2Vk5IbEFLMzRtakVhRFBYd2FOdFdIRWNzSTlCZk9OODdPUXhnY1doM3oxbW1aV2hBT2FJSWE2NEtDVlJJcTdkR1kwbi1xUzRmeEVnb0tucWk1aw?oc=5"" target=""_blank"">Sri Lanka elects Marxist lawmaker as next president after political and economic upheaval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Post </font>"
"FedEx stock plummets after earnings miss, lower outlook flashes warning on economy - Yahoo Finance","Fri, 20 Sep 2024 15:04:44 GMT",Yahoo Finance,https://news.google.com/rss/articles/CBMixgFBVV95cUxOOFNLdXlkdVJGdGxiVDhVZkg0cHF0N2JKaHB2dWFTM2lPVFF1Nnp1bkdLdG9RQmVrQ3RXSkIwNmtUZUd5ZzdBRFY3QTZZeWpfRDB1bkhrS2tmWDNrTlEzaWhHSDRnRTFzUVE3RkN6NmRvMlcyUmtIS3hocE1maEFDbWhWNWNKN1JteUlvd1o2LWhrZWJHdmt4S3pWYUhuYW40eG9pMVJoVzdFWnc1NmtSU29yempORERBb3llNVM2TjZ0b3RSbXc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxOOFNLdXlkdVJGdGxiVDhVZkg0cHF0N2JKaHB2dWFTM2lPVFF1Nnp1bkdLdG9RQmVrQ3RXSkIwNmtUZUd5ZzdBRFY3QTZZeWpfRDB1bkhrS2tmWDNrTlEzaWhHSDRnRTFzUVE3RkN6NmRvMlcyUmtIS3hocE1maEFDbWhWNWNKN1JteUlvd1o2LWhrZWJHdmt4S3pWYUhuYW40eG9pMVJoVzdFWnc1NmtSU29yempORERBb3llNVM2TjZ0b3RSbXc?oc=5"" target=""_blank"">FedEx stock plummets after earnings miss, lower outlook flashes warning on economy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
Are Voters Feeling Better About the Economy? - The New York Times,"Mon, 16 Sep 2024 11:57:24 GMT",The New York Times,https://news.google.com/rss/articles/CBMijgFBVV95cUxPdTVHb3ZwSXZXc2tJWm42Um9EUGhUdjlmcmp1MkdLU1ozT180ZUFkUC1pYjFfcllqdG5rRG1lU2J0ZktVOWU5UUZVTlEtTXdkMEh4Yi0tbTNPVGxkSjBnYzRpVkNlX1lDcEhyd2V5RmtKU182aGctOHRQeWpBVXR1MnFkODBuZmtxNVdLV3Rn?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxPdTVHb3ZwSXZXc2tJWm42Um9EUGhUdjlmcmp1MkdLU1ozT180ZUFkUC1pYjFfcllqdG5rRG1lU2J0ZktVOWU5UUZVTlEtTXdkMEh4Yi0tbTNPVGxkSjBnYzRpVkNlX1lDcEhyd2V5RmtKU182aGctOHRQeWpBVXR1MnFkODBuZmtxNVdLV3Rn?oc=5"" target=""_blank"">Are Voters Feeling Better About the Economy?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
